danceability,energy,loudness,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms
0.283,0.117,-19.022,0.0428,0.988,1.47e-05,0.231,0.292,74.35,187129
0.353,0.316,-10.12,0.0306,0.874,3.32e-06,0.422,0.473,75.94,209046
0.53,0.112,-14.439,0.0535,0.99,0.000283,0.115,0.468,88.939,173285
0.374,0.159,-11.165,0.0401,0.995,3.98e-06,0.28,0.371,76.962,179200
0.658,0.327,-13.248,0.041,0.99,0.282,0.561,0.593,130.676,196310
0.383,0.232,-14.693,0.0626,0.99,1.63e-05,0.31,0.533,168.669,161573
0.625,0.394,-17.667,0.169,0.345,0.0,0.522,0.712,92.263,221253
0.582,0.286,-14.896,0.0838,0.995,0.817,0.329,0.613,128.028,161280
0.267,0.398,-9.823,0.0586,0.796,0.0,0.513,0.379,162.858,175595
0.504,0.296,-11.771,0.0363,0.991,4.2e-06,0.317,0.643,72.843,185600
0.43,0.117,-15.952,0.0587,0.982,0.000292,0.128,0.234,127.944,198017
0.285,0.482,-6.576,0.0347,0.96,0.00045,0.138,0.514,80.562,211644
0.27,0.338,-9.364,0.0361,0.993,0.495,0.224,0.465,134.374,194233
0.5,0.0469,-21.316,0.141,0.993,2.39e-05,0.117,0.378,174.473,192955
0.395,0.109,-11.282,0.0841,0.971,0.0,0.146,0.326,171.119,171677
0.479,0.238,-16.605,0.0666,0.978,0.0,0.128,0.608,131.026,156160
0.338,0.206,-16.023,0.0459,0.949,0.0,0.346,0.336,103.782,175520
0.383,0.232,-14.693,0.0626,0.99,1.63e-05,0.31,0.533,168.669,161573
0.565,0.262,-14.742,0.0625,0.994,0.000927,0.319,0.893,126.339,158427
0.767,0.262,-13.638,0.0849,0.994,0.0,0.454,0.739,110.177,167132
0.387,0.199,-17.387,0.0485,0.995,0.0205,0.0936,0.439,149.44,173000
0.514,0.0469,-17.569,0.0587,0.994,0.00162,0.0976,0.263,92.906,193365
0.449,0.172,-13.383,0.0327,0.978,0.000719,0.347,0.483,95.835,166217
0.491,0.38,-14.307,0.113,0.799,0.0,0.275,0.342,115.003,172373
0.41,0.402,-12.472,0.109,0.776,0.078,0.403,0.47,100.809,168243
0.389,0.242,-17.469,0.0575,0.985,0.00644,0.31,0.291,83.04,224500
0.365,0.174,-15.951,0.0497,0.971,0.0,0.141,0.0758,114.327,198000
0.552,0.118,-19.566,0.0915,0.995,0.0461,0.267,0.529,120.407,140109
0.53,0.169,-13.198,0.0348,0.808,0.00337,0.107,0.0751,119.982,244314
0.494,0.069,-17.736,0.237,0.994,8.67e-06,0.416,0.359,35.48,180600
0.491,0.423,-6.581,0.0403,0.941,0.0,0.511,0.64,90.963,121795
0.342,0.148,-19.326,0.045,0.728,0.00265,0.295,0.172,83.805,254907
0.563,0.325,-7.959,0.0839,0.991,0.0128,0.246,0.78,97.424,119092
0.658,0.45,-9.463,0.0732,0.736,3.83e-05,0.331,0.863,121.234,53435
0.666,0.78,-5.37,0.0329,0.0951,4.66e-06,0.114,0.432,120.111,282313
0.402,0.216,-11.6,0.0434,0.964,1.44e-05,0.117,0.428,121.585,168800
0.487,0.0981,-16.431,0.0458,0.988,1.11e-06,0.423,0.594,119.055,167858
0.531,0.481,-7.85,0.0683,0.99,0.248,0.119,0.75,97.628,191120
0.468,0.247,-18.018,0.042,0.301,0.0,0.116,0.537,105.587,201987
0.455,0.00937,-19.227,0.146,0.992,1.66e-06,0.123,0.286,71.411,137271
0.445,0.736,-6.617,0.0505,0.599,0.000534,0.0668,0.523,127.093,214793
0.384,0.224,-14.005,0.0404,0.988,7.35e-05,0.0899,0.267,84.894,147252
0.349,0.112,-16.915,0.0979,0.983,0.0,0.181,0.17,74.389,175800
0.468,0.0222,-17.101,0.141,0.993,3.57e-05,0.199,0.234,165.196,159160
0.502,0.241,-16.028,0.111,0.953,1.21e-05,0.136,0.585,113.908,177320
0.294,0.0986,-18.764,0.0373,0.975,0.422,0.0969,0.313,70.021,175936
0.619,0.238,-6.435,0.102,0.995,0.0,0.107,0.634,178.89,170671
0.458,0.149,-16.705,0.0673,0.994,0.00024,0.0978,0.324,79.296,172095
0.499,0.172,-15.597,0.0646,0.99,0.0,0.224,0.528,84.944,188187
0.52,0.28,-15.584,0.264,0.994,0.000201,0.646,0.622,58.024,216683
0.345,0.197,-17.402,0.0438,0.954,8.02e-05,0.168,0.218,95.774,294900
0.331,0.243,-10.622,0.033,0.861,0.00524,0.116,0.211,117.874,269322
0.525,0.257,-9.131,0.0394,0.99,0.326,0.0779,0.728,95.777,159067
0.41,0.402,-12.472,0.109,0.776,0.078,0.403,0.47,100.809,168243
0.585,0.123,-15.411,0.0533,0.967,0.000193,0.104,0.651,97.807,145888
0.405,0.3,-12.169,0.0342,0.861,0.0174,0.205,0.386,138.098,187847
0.506,0.333,-13.768,0.359,0.86,0.0,0.841,0.781,78.999,169109
0.558,0.151,-17.787,0.0675,0.987,0.00107,0.136,0.46,116.117,174075
0.532,0.249,-17.292,0.164,0.947,0.000225,0.141,0.467,121.898,123003
0.524,0.149,-17.108,0.0566,0.994,4.07e-06,0.32,0.556,127.493,185745
0.445,0.299,-13.286,0.043,0.974,2.08e-05,0.614,0.756,103.067,174600
0.731,0.273,-8.611,0.0471,0.953,0.000977,0.12,0.517,131.53,194753
0.502,0.282,-13.274,0.0378,0.922,0.000113,0.178,0.489,85.387,94877
0.306,0.265,-15.967,0.106,0.968,0.0,0.218,0.46,77.215,308133
0.301,0.289,-11.801,0.0341,0.968,0.00462,0.304,0.111,70.033,229695
0.44,0.342,-7.634,0.0696,0.985,0.0,0.376,0.484,78.643,177398
0.523,0.257,-12.732,0.0426,0.994,0.00108,0.197,0.758,104.395,176473
0.349,0.112,-16.915,0.0979,0.983,0.0,0.181,0.17,74.389,175800
0.483,0.0659,-22.046,0.0648,0.935,0.0,0.124,0.4,93.942,142420
0.568,0.175,-14.005,0.14,0.96,0.0,0.462,0.377,130.053,164377
0.505,0.163,-12.766,0.0558,0.879,0.000416,0.168,0.621,104.335,192773
0.563,0.303,-14.838,0.0948,0.993,0.653,0.254,0.88,99.612,151968
0.71,0.426,-6.366,0.0975,0.983,0.0,0.0806,0.731,116.121,189373
0.414,0.0387,-17.257,0.0573,0.962,0.0,0.111,0.337,72.069,134322
0.533,0.241,-15.983,0.0392,0.953,0.0384,0.204,0.727,121.636,179453
0.292,0.218,-15.97,0.0377,0.987,0.000326,0.08,0.229,101.347,184000
0.505,0.087,-16.454,0.042,0.994,1.97e-05,0.143,0.463,130.722,143253
0.468,0.406,-6.128,0.0353,0.914,0.0,0.1,0.486,92.739,48784
0.674,0.404,-18.423,0.0714,0.699,0.0,0.209,0.777,110.541,155800
0.42,0.148,-17.999,0.0688,0.99,0.0,0.337,0.324,116.46,180213
0.428,0.166,-15.405,0.045,0.985,0.0,0.125,0.474,97.47,184013
0.471,0.317,-10.54,0.0465,0.954,2.94e-05,0.275,0.452,100.483,172983
0.598,0.121,-16.942,0.0543,0.995,0.000262,0.132,0.621,72.38,146493
0.274,0.463,-6.415,0.0376,0.936,0.0,0.389,0.417,145.405,183786
0.715,0.517,-4.782,0.0513,0.965,0.0155,0.149,0.756,125.284,153720
0.181,0.475,-9.717,0.0481,0.945,1.24e-05,0.111,0.148,79.306,319660
0.587,0.129,-15.426,0.117,0.992,0.0,0.178,0.364,136.142,184773
0.334,0.328,-11.333,0.0375,0.978,1.46e-06,0.0985,0.34,74.554,119103
0.568,0.175,-14.005,0.14,0.96,0.0,0.462,0.377,130.053,164377
0.538,0.166,-12.278,0.0468,0.991,2.28e-06,0.268,0.696,118.543,174211
0.339,0.224,-17.851,0.0618,0.781,0.0,0.511,0.401,119.898,175621
0.342,0.142,-17.254,0.0952,0.959,0.0,0.669,0.219,90.135,164907
0.308,0.222,-12.368,0.0339,0.852,0.0027,0.121,0.232,119.139,269322
0.335,0.191,-15.674,0.0521,0.987,0.0233,0.208,0.297,92.529,185613
0.357,0.258,-12.445,0.0386,0.974,8.27e-06,0.11,0.274,113.935,173139
0.532,0.249,-17.292,0.164,0.947,0.000225,0.141,0.467,121.898,123003
0.569,0.155,-11.687,0.0918,0.995,2.39e-05,0.172,0.676,82.141,162813
0.506,0.306,-8.186,0.053,0.994,0.367,0.5,0.738,77.273,150193
0.425,0.175,-11.99,0.0422,0.937,0.0171,0.109,0.476,65.608,179765
0.562,0.128,-15.475,0.0409,0.99,0.0,0.515,0.522,106.35,132000
0.415,0.143,-9.654,0.0477,0.99,0.000634,0.176,0.671,91.109,137954
0.561,0.0187,-22.481,0.15,0.992,8.38e-06,0.161,0.252,83.522,174538
0.717,0.143,-17.956,0.0602,0.986,0.0649,0.194,0.683,131.364,195360
0.382,0.212,-14.659,0.0385,0.933,0.0,0.372,0.197,100.063,176427
0.497,0.28,-13.265,0.0374,0.925,0.000249,0.182,0.447,85.962,94877
0.568,0.175,-14.005,0.14,0.96,0.0,0.462,0.377,130.053,164377
0.324,0.147,-14.093,0.0359,0.864,0.0,0.206,0.477,87.209,156683
0.347,0.239,-12.418,0.0425,0.86,0.0014,0.176,0.485,169.968,172565
0.5,0.0469,-21.316,0.141,0.993,2.39e-05,0.117,0.378,174.473,192955
0.166,0.501,-7.333,0.034,0.263,2.36e-06,0.0904,0.459,141.87,191753
0.526,0.137,-17.675,0.104,0.991,0.497,0.123,0.592,113.059,122646
0.434,0.219,-15.366,0.183,0.939,0.0,0.747,0.611,91.186,230763
0.505,0.187,-17.215,0.163,0.987,0.00439,0.438,0.531,101.686,132860
0.374,0.197,-11.044,0.0348,0.886,0.0,0.127,0.317,124.031,173288
0.314,0.33,-7.976,0.0285,0.961,9.68e-05,0.201,0.508,99.932,164571
0.563,0.284,-10.174,0.0785,0.991,0.012,0.333,0.811,97.333,119002
0.167,0.11,-20.637,0.0379,0.94,0.00026,0.11,0.221,180.647,216956
0.41,0.402,-12.472,0.109,0.776,0.078,0.403,0.47,100.809,168243
0.398,0.12,-14.625,0.035,0.99,0.208,0.13,0.235,99.558,188513
0.458,0.149,-16.705,0.0673,0.994,0.00024,0.0978,0.324,79.296,172095
0.584,0.0779,-13.227,0.0557,0.964,0.0,0.231,0.291,77.179,191656
0.621,0.528,-6.994,0.0349,0.819,8.81e-05,0.169,0.698,131.542,149499
0.27,0.21,-16.35,0.0386,0.839,0.00298,0.155,0.214,121.745,258873
0.625,0.334,-14.596,0.234,0.974,0.0,0.743,0.907,91.843,151958
0.531,0.0716,-17.395,0.11,0.992,0.00123,0.0945,0.427,100.728,162104
0.349,0.112,-16.915,0.0979,0.983,0.0,0.181,0.17,74.389,175800
0.675,0.177,-10.548,0.0702,0.908,0.0,0.147,0.593,96.263,145888
0.497,0.28,-13.265,0.0374,0.925,0.000249,0.182,0.447,85.962,94877
0.413,0.218,-11.363,0.0333,0.95,1.85e-05,0.348,0.517,108.53,198955
0.549,0.353,-13.365,0.167,0.898,8.12e-06,0.243,0.602,174.531,123477
0.355,0.394,-12.205,0.0634,0.779,1.11e-05,0.364,0.374,99.97,176393
0.562,0.172,-15.606,0.128,0.988,0.000253,0.0689,0.57,82.756,175000
0.629,0.157,-15.606,0.0568,0.987,0.00132,0.107,0.366,115.278,232297
0.508,0.841,-3.965,0.0514,0.166,0.0,0.0869,0.459,139.921,208987
0.333,0.0831,-17.733,0.0403,0.984,1.14e-05,0.165,0.246,79.392,158354
0.499,0.172,-15.597,0.0646,0.99,0.0,0.224,0.528,84.944,188187
0.283,0.132,-17.436,0.0435,0.992,0.00268,0.107,0.0957,104.806,189493
0.448,0.341,-9.305,0.0382,0.987,3.92e-05,0.0988,0.688,83.766,178373
0.419,0.237,-15.584,0.128,0.966,0.0,0.282,0.255,99.159,127613
0.506,0.333,-13.768,0.359,0.86,0.0,0.841,0.781,78.999,169109
0.657,0.33,-13.261,0.0415,0.99,0.216,0.522,0.592,130.583,196233
0.382,0.218,-14.543,0.0333,0.959,0.00128,0.338,0.551,110.677,198955
0.292,0.218,-15.97,0.0377,0.987,0.000326,0.08,0.229,101.347,184000
0.347,0.152,-18.196,0.0756,0.995,0.00141,0.114,0.221,90.012,278360
0.429,0.0245,-22.788,0.0573,0.994,0.0172,0.0658,0.326,72.692,161426
0.365,0.285,-9.837,0.0319,0.906,2.79e-05,0.299,0.489,108.886,198113
0.58,0.285,-14.905,0.0882,0.995,0.793,0.33,0.608,127.89,161280
0.259,0.214,-17.814,0.0648,0.809,0.0,0.523,0.377,165.164,175583
0.475,0.239,-13.249,0.0881,0.995,0.000819,0.141,0.538,84.366,139529
0.556,0.385,-9.547,0.0334,0.947,0.00115,0.0499,0.752,121.345,184842
0.598,0.353,-11.298,0.137,0.921,5.51e-06,0.152,0.687,130.053,159700
0.506,0.333,-13.768,0.359,0.86,0.0,0.841,0.781,78.999,169109
0.416,0.254,-10.003,0.0914,0.878,5.06e-06,0.0918,0.375,97.808,157360
0.506,0.333,-13.768,0.359,0.86,0.0,0.841,0.781,78.999,169109
0.469,0.174,-13.597,0.0413,0.952,2.48e-06,0.16,0.335,130.56,223368
0.179,0.433,-11.413,0.0382,0.955,6.23e-05,0.0643,0.152,88.531,177189
0.504,0.217,-15.634,0.156,0.937,0.0,0.761,0.727,105.973,119093
0.469,0.369,-11.217,0.057,0.994,2.73e-05,0.704,0.838,130.769,156578
0.394,0.251,-13.709,0.0423,0.891,0.0,0.409,0.37,85.035,193127
0.349,0.112,-16.915,0.0979,0.983,0.0,0.181,0.17,74.389,175800
0.263,0.236,-20.248,0.0577,0.991,0.00652,0.333,0.138,77.727,319492
0.598,0.121,-16.942,0.0543,0.995,0.000262,0.132,0.621,72.38,146493
0.224,0.228,-15.031,0.0428,0.969,0.00278,0.271,0.099,65.081,229695
0.523,0.0419,-14.258,0.154,0.98,0.0,0.103,0.428,180.213,100598
0.294,0.0471,-19.718,0.0459,0.991,0.0,0.387,0.152,73.574,141531
0.546,0.255,-8.358,0.0409,0.993,0.00029,0.111,0.315,127.718,201732
0.259,0.377,-9.639,0.0387,0.937,0.0,0.403,0.389,148.864,183798
0.534,0.291,-12.543,0.0629,0.935,0.0,0.238,0.68,80.313,172971
0.531,0.16,-15.947,0.056,0.994,0.000891,0.232,0.467,94.882,157997
0.41,0.402,-12.472,0.109,0.776,0.078,0.403,0.47,100.809,168243
0.436,0.218,-12.809,0.0568,0.961,5.39e-05,0.214,0.487,102.236,188991
0.662,0.441,-13.278,0.0482,0.138,6.39e-06,0.0448,0.831,139.557,227291
0.632,0.409,-8.221,0.0599,0.928,2.12e-05,0.111,0.681,90.435,162013
0.317,0.116,-17.464,0.0314,0.993,1.45e-05,0.125,0.133,80.403,324600
0.434,0.219,-15.366,0.183,0.939,0.0,0.747,0.611,91.186,230763
0.699,0.318,-9.97,0.0413,0.927,0.00151,0.209,0.542,131.52,194090
0.438,0.473,-7.907,0.0682,0.921,0.0,0.19,0.591,90.375,209528
0.57,0.313,-11.109,0.0257,0.865,0.000127,0.158,0.37,89.496,170475
0.483,0.25,-20.826,0.0445,0.755,1.78e-05,0.166,0.147,129.439,239480
0.584,0.0107,-19.215,0.134,0.977,0.0,0.388,0.265,82.068,193699
0.415,0.595,-6.686,0.0324,0.272,0.00046,0.131,0.594,126.797,200295
0.277,0.219,-14.075,0.0401,0.98,1.42e-06,0.0819,0.293,91.717,200013
0.27,0.21,-16.35,0.0386,0.839,0.00298,0.155,0.214,121.745,258873
0.378,0.327,-9.244,0.0584,0.949,0.0,0.211,0.413,96.086,277009
0.341,0.213,-10.889,0.0326,0.984,1.04e-06,0.213,0.416,93.882,162351
0.596,0.426,-7.378,0.0693,0.933,1.63e-06,0.0686,0.911,159.769,138272
0.316,0.341,-8.436,0.0349,0.978,0.0697,0.248,0.394,81.043,162145
0.524,0.355,-13.177,0.202,0.736,0.0,0.164,0.84,66.502,87224
0.313,0.173,-16.677,0.0324,0.948,2.28e-05,0.172,0.252,107.185,175752
0.411,0.0274,-23.493,0.0424,0.995,0.102,0.0873,0.134,85.408,159246
0.238,0.0814,-15.722,0.0477,0.974,6.62e-06,0.0903,0.165,68.637,204644
0.531,0.16,-15.947,0.056,0.994,0.000891,0.232,0.467,94.882,157997
0.3,0.392,-14.511,0.1,0.866,0.0,0.532,0.534,137.757,185405
0.444,0.321,-15.737,0.0569,0.989,0.218,0.153,0.577,109.473,128209
0.443,0.353,-10.458,0.0377,0.353,0.0,0.0631,0.173,147.749,279760
0.315,0.169,-17.375,0.0399,0.991,0.0,0.442,0.378,91.803,198933
0.244,0.296,-13.055,0.0431,0.956,2.88e-05,0.197,0.319,65.217,213719
0.552,0.118,-19.566,0.0915,0.995,0.0461,0.267,0.529,120.407,140109
0.507,0.0517,-16.073,0.0696,0.994,0.000204,0.105,0.232,73.145,157334
0.378,0.0909,-12.847,0.0959,0.971,0.0,0.14,0.343,78.129,171703
0.369,0.117,-17.134,0.048,0.995,0.0103,0.111,0.266,82.895,191460
0.41,0.264,-15.257,0.0603,0.967,7.1e-06,0.697,0.7,98.582,119213
0.538,0.162,-12.029,0.118,0.995,9.59e-05,0.107,0.176,69.054,185156
0.405,0.3,-12.169,0.0342,0.861,0.0174,0.205,0.386,138.098,187847
0.552,0.272,-13.187,0.114,0.91,0.0,0.114,0.379,104.109,278623
0.517,0.0916,-17.294,0.08,0.991,0.000194,0.118,0.322,175.626,162044
0.596,0.278,-9.499,0.0409,0.963,0.0285,0.092,0.689,121.641,182805
0.532,0.249,-17.292,0.164,0.947,0.000225,0.141,0.467,121.898,123003
0.512,0.299,-6.949,0.061,0.992,2.95e-05,0.147,0.338,117.861,181027
0.645,0.612,-5.881,0.08,0.91,0.000663,0.116,0.927,125.886,177133
0.41,0.402,-12.472,0.109,0.776,0.078,0.403,0.47,100.809,168243
0.596,0.278,-9.499,0.0409,0.963,0.0285,0.092,0.689,121.641,182805
0.273,0.272,-15.733,0.0376,0.953,0.0,0.8,0.41,85.124,189853
0.523,0.326,-13.244,0.0435,0.99,0.244,0.552,0.581,130.537,196310
0.599,0.371,-14.647,0.698,0.958,6.71e-06,0.965,0.54,113.917,131563
0.247,0.235,-16.979,0.0541,0.729,0.0,0.345,0.321,75.591,238067
0.557,0.321,-11.567,0.0372,0.925,0.000105,0.126,0.617,115.183,182140
0.233,0.0809,-19.839,0.0398,0.796,2.98e-05,0.165,0.125,84.588,236653
0.598,0.155,-14.386,0.0955,0.994,0.0,0.31,0.655,147.039,174000
0.724,0.289,-14.829,0.124,0.972,0.0,0.474,0.865,116.603,147800
0.506,0.333,-13.768,0.359,0.86,0.0,0.841,0.781,78.999,169109
0.241,0.474,-9.699,0.0434,0.945,1.11e-05,0.111,0.143,83.64,319660
0.547,0.508,-12.59,0.158,0.838,0.0,0.787,0.826,152.595,161088
0.365,0.148,-14.947,0.0807,0.952,2.64e-06,0.136,0.351,203.419,167577
0.563,0.0264,-19.729,0.294,0.995,6.44e-05,0.101,0.319,92.808,170400
0.505,0.087,-16.454,0.042,0.994,1.97e-05,0.143,0.463,130.722,143253
0.595,0.715,-9.158,0.0643,0.12,0.0,0.119,0.374,90.001,290563
0.314,0.14,-17.705,0.0462,0.99,0.00439,0.193,0.0873,115.378,145133
0.726,0.324,-8.934,0.127,0.989,0.166,0.303,0.791,116.886,122942
0.481,0.0228,-25.621,0.117,0.993,0.00102,0.19,0.399,74.035,160850
0.5,0.325,-10.443,0.0818,0.95,0.0,0.139,0.722,97.903,130347
0.449,0.719,-3.423,0.0767,0.807,0.481,0.126,0.524,101.199,187627
0.469,0.23,-14.103,0.0928,0.99,0.00217,0.122,0.537,67.524,174733
0.43,0.124,-18.351,0.0779,0.987,4.75e-05,0.07,0.222,107.027,161000
0.703,0.265,-15.452,0.0458,0.916,0.000411,0.0971,0.844,94.687,170600
0.43,0.0237,-23.642,0.114,0.993,0.000132,0.104,0.308,78.37,182793
0.305,0.193,-15.282,0.0359,0.965,0.000267,0.0878,0.181,110.921,177066
0.315,0.335,-13.622,0.0473,0.957,6.55e-06,0.294,0.413,122.038,177400
0.449,0.106,-15.358,0.0415,0.987,0.0351,0.087,0.221,102.664,206169
0.612,0.0445,-16.486,0.309,0.994,0.000693,0.0892,0.37,63.895,163040
0.41,0.264,-15.257,0.0603,0.967,7.1e-06,0.697,0.7,98.582,119213
0.353,0.164,-14.319,0.0401,0.993,0.13,0.1,0.12,99.068,182485
0.459,0.423,-15.216,0.0468,0.983,0.148,0.668,0.807,102.157,158676
0.453,0.0113,-25.033,0.0983,0.994,0.132,0.0774,0.143,81.998,163227
0.367,0.442,-8.79,0.0347,0.712,0.0156,0.129,0.267,109.392,206211
0.16,0.408,-11.823,0.0421,0.894,0.00306,0.151,0.0902,86.483,317141
0.269,0.405,-10.392,0.0441,0.71,0.018,0.125,0.26,73.098,206185
0.187,0.229,-11.312,0.0351,0.962,0.0,0.0999,0.12,167.276,241311
0.259,0.4,-10.932,0.0572,0.967,7.99e-06,0.306,0.349,82.277,242707
0.36,0.402,-10.389,0.0375,0.715,0.0229,0.126,0.283,108.58,206185
0.317,0.205,-15.324,0.0424,0.989,0.000327,0.137,0.131,102.683,238838
0.226,0.313,-11.728,0.0345,0.924,1.69e-05,0.0897,0.193,102.726,286276
0.359,0.396,-10.915,0.05,0.966,1.33e-05,0.283,0.352,89.083,242782
0.749,0.22,-13.829,0.0394,0.797,0.0,0.223,0.365,107.707,238225
0.269,0.407,-10.898,0.0531,0.967,1.61e-05,0.306,0.351,84.185,242770
0.238,0.414,-11.86,0.042,0.901,0.00311,0.142,0.0963,85.625,317179
0.296,0.4,-10.921,0.0522,0.966,1.13e-05,0.284,0.328,88.326,242808
0.252,0.407,-7.367,0.0313,0.92,0.0,0.219,0.231,93.966,346107
0.244,0.475,-7.08,0.0355,0.967,2.16e-06,0.121,0.379,100.595,270560
0.268,0.325,-12.379,0.0396,0.968,1.62e-05,0.113,0.349,79.616,212532
0.296,0.4,-10.921,0.0522,0.966,1.13e-05,0.284,0.328,88.326,242808
0.239,0.317,-12.412,0.0411,0.969,1.17e-05,0.106,0.366,167.743,212494
0.321,0.162,-14.888,0.0363,0.969,0.0,0.193,0.349,74.291,224153
0.157,0.417,-11.856,0.0445,0.899,0.00284,0.145,0.0938,85.516,317179
0.359,0.396,-10.915,0.05,0.966,1.33e-05,0.283,0.352,89.083,242808
0.296,0.4,-10.921,0.0522,0.966,1.13e-05,0.284,0.328,88.326,242782
0.359,0.396,-10.915,0.05,0.966,1.33e-05,0.283,0.352,89.083,242808
0.213,0.285,-14.371,0.0432,0.974,2.5e-05,0.0883,0.215,85.452,237706
0.459,0.21,-10.803,0.103,0.995,3.56e-05,0.159,0.358,67.575,159714
0.477,0.134,-19.039,0.101,0.99,0.0361,0.378,0.521,121.973,166310
0.533,0.0542,-20.55,0.0793,0.995,0.00106,0.154,0.564,181.742,176445
0.524,0.313,-7.298,0.0426,0.941,2.51e-06,0.266,0.277,113.204,212532
0.455,0.089,-22.153,0.045,0.992,0.0802,0.156,0.44,108.085,190055
0.56,0.706,-7.693,0.0527,0.958,0.306,0.287,0.963,85.124,115018
0.521,0.329,-9.827,0.142,0.989,0.105,0.299,0.67,139.945,164155
0.295,0.323,-10.681,0.0359,0.994,0.0405,0.343,0.485,80.165,180360
0.6,0.313,-9.84,0.176,0.989,0.0319,0.0833,0.771,96.128,181160
0.474,0.145,-18.377,0.0716,0.99,0.0417,0.133,0.156,115.842,173781
0.674,0.224,-10.651,0.076,0.994,0.00154,0.13,0.668,122.15,99998
0.597,0.257,-6.576,0.0523,0.962,0.0,0.123,0.438,86.433,176262
0.411,0.0413,-22.412,0.0662,0.994,0.00384,0.184,0.4,167.55,181983
0.387,0.121,-21.858,0.0437,0.992,0.518,0.114,0.5,107.59,180572
0.438,0.278,-15.401,0.163,0.991,0.0236,0.169,0.504,109.069,186319
0.671,0.126,-22.994,0.0582,0.996,0.714,0.166,0.796,126.97,180233
0.489,0.347,-8.89,0.0529,0.83,0.0,0.34,0.764,88.976,119302
0.422,0.128,-20.137,0.0479,0.994,0.283,0.121,0.35,70.436,181408
0.516,0.216,-10.664,0.0707,0.995,0.644,0.121,0.713,137.397,139756
0.499,0.177,-18.352,0.0526,0.995,0.712,0.351,0.511,110.607,184648
0.533,0.0542,-20.55,0.0793,0.995,0.00106,0.154,0.564,181.742,176445
0.42,0.178,-16.117,0.0689,0.982,8.28e-05,0.194,0.291,90.558,202841
0.671,0.126,-22.994,0.0582,0.996,0.714,0.166,0.796,126.97,180233
0.657,0.22,-19.122,0.086,0.994,0.473,0.149,0.777,125.043,156043
0.608,0.298,-17.874,0.051,0.993,0.352,0.26,0.902,139.384,171560
0.577,0.414,-9.618,0.0986,0.993,0.0147,0.321,0.712,99.976,202450
0.455,0.089,-22.153,0.045,0.992,0.0802,0.156,0.44,108.085,190055
0.389,0.299,-11.222,0.049,0.929,0.0,0.266,0.229,127.994,178026
0.384,0.145,-21.121,0.0595,0.981,0.814,0.245,0.442,102.194,197291
0.499,0.177,-18.352,0.0526,0.995,0.712,0.351,0.511,110.607,184648
0.579,0.377,-11.484,0.0573,0.992,0.000193,0.174,0.745,116.28,136438
0.328,0.272,-15.41,0.197,0.991,0.0238,0.154,0.523,79.445,186358
0.491,0.554,-8.973,0.153,0.977,2.66e-06,0.889,0.862,74.962,115932
0.543,0.496,-4.338,0.0658,0.978,0.155,0.547,0.713,95.612,177640
0.468,0.57,-4.707,0.0557,0.912,0.000148,0.116,0.847,94.786,59453
0.234,0.181,-11.323,0.038,0.908,0.0,0.163,0.226,87.82,270107
0.379,0.447,-5.914,0.0438,0.988,2.13e-06,0.361,0.364,114.479,147801
0.432,0.177,-20.05,0.0668,0.991,0.192,0.123,0.362,115.492,207714
0.696,0.109,-20.104,0.117,0.995,0.0003,0.281,0.633,127.244,174982
0.577,0.335,-12.584,0.215,0.993,0.0107,0.506,0.813,69.327,199889
0.533,0.0542,-20.55,0.0793,0.995,0.00106,0.154,0.564,181.742,176445
0.508,0.133,-15.36,0.0491,0.993,8.64e-06,0.192,0.365,98.902,192040
0.533,0.0542,-20.55,0.0793,0.995,0.00106,0.154,0.564,181.742,176445
0.593,0.37,-11.52,0.064,0.992,0.000319,0.139,0.693,116.28,136399
0.581,0.181,-8.74,0.209,0.995,5.15e-05,0.401,0.675,89.46,146274
0.696,0.109,-20.104,0.117,0.995,0.0003,0.281,0.633,127.244,174982
0.533,0.0542,-20.55,0.0793,0.995,0.00106,0.154,0.564,181.742,176445
0.687,0.316,-10.577,0.115,0.963,7.73e-05,0.651,0.755,122.272,185444
0.191,0.187,-14.103,0.0395,0.945,2.22e-06,0.174,0.147,80.672,275697
0.696,0.109,-20.104,0.117,0.995,0.0003,0.281,0.633,127.244,174982
0.277,0.207,-12.646,0.0392,0.918,0.0,0.187,0.262,86.885,240876
0.576,0.179,-8.721,0.194,0.995,4.08e-05,0.428,0.664,87.59,146173
0.379,0.447,-5.914,0.0438,0.988,2.13e-06,0.361,0.364,114.479,147801
0.336,0.181,-18.792,0.048,0.991,0.127,0.251,0.0521,91.375,199119
0.535,0.286,-11.971,0.213,0.946,8.65e-06,0.06,0.643,88.23,128837
0.533,0.0542,-20.55,0.0793,0.995,0.00106,0.154,0.564,181.742,176445
0.387,0.121,-21.858,0.0437,0.992,0.518,0.114,0.5,107.59,180572
0.578,0.0975,-21.697,0.0574,0.993,0.00174,0.122,0.538,110.115,174068
0.42,0.193,-12.05,0.0682,0.99,0.000461,0.151,0.17,145.768,362215
0.542,0.223,-8.303,0.0545,0.972,1.76e-06,0.216,0.736,78.811,147087
0.673,0.263,-16.595,0.084,0.994,0.000111,0.19,0.794,128.056,169601
0.372,0.473,-5.006,0.0429,0.988,1.03e-06,0.36,0.364,106.1,149480
0.417,0.311,-10.3,0.0466,0.981,0.0,0.111,0.394,128.803,185836
